"game","row","col","date","day","month","year","order","player1","player2","player3"
480,4,2,"1990-02-02","02","02","1990",2,"Swart_Terry","Mullins_Chris","Radtke_Gretchen"
480,4,5,"1990-02-02","02","02","1990",3,"Swart_Terry","Mullins_Chris","Radtke_Gretchen"
481,4,5,"1990-02-06","06","02","1990",1,"Shen_Wen","Mullins_Beth","Grant_Mike"
481,2,2,"1990-02-06","06","02","1990",2,"Shen_Wen","Mullins_Beth","Grant_Mike"
481,2,6,"1990-02-06","06","02","1990",3,"Shen_Wen","Mullins_Beth","Grant_Mike"
482,3,2,"1990-02-09","09","02","1990",1,"Stadler_Avi","Morris_Richard","Kristal_Sharon"
482,4,2,"1990-02-09","09","02","1990",2,"Stadler_Avi","Morris_Richard","Kristal_Sharon"
482,4,6,"1990-02-09","09","02","1990",3,"Stadler_Avi","Morris_Richard","Kristal_Sharon"
483,2,2,"1990-02-13","13","02","1990",1,"Shen_Wen","Stadler_Avi","Weiss_Jamie"
483,2,6,"1990-02-13","13","02","1990",2,"Shen_Wen","Stadler_Avi","Weiss_Jamie"
483,3,4,"1990-02-13","13","02","1990",3,"Shen_Wen","Stadler_Avi","Weiss_Jamie"
484,2,5,"1990-02-14","14","02","1990",1,"Mullins_Beth","Ghanouni_Peji","Mcgeorge_Andrew"
484,4,4,"1990-02-14","14","02","1990",2,"Mullins_Beth","Ghanouni_Peji","Mcgeorge_Andrew"
484,5,3,"1990-02-14","14","02","1990",3,"Mullins_Beth","Ghanouni_Peji","Mcgeorge_Andrew"
485,4,2,"1990-02-16","16","02","1990",1,"Morris_Richard","Mcgeorge_Andrew","Weiss_Jamie"
485,2,3,"1990-02-16","16","02","1990",2,"Morris_Richard","Mcgeorge_Andrew","Weiss_Jamie"
485,5,2,"1990-02-16","16","02","1990",3,"Morris_Richard","Mcgeorge_Andrew","Weiss_Jamie"
486,4,4,"1990-02-19","19","02","1990",1,"Davis_Susan","Shirilla_Dennis","Swart_Terry"
486,4,2,"1990-02-19","19","02","1990",2,"Davis_Susan","Shirilla_Dennis","Swart_Terry"
486,4,4,"1990-02-19","19","02","1990",3,"Davis_Susan","Shirilla_Dennis","Swart_Terry"
487,4,1,"2005-09-12","12","09","2005",1,"Jay_Willy","Camille_Catie","Madden_David"
487,2,3,"2005-09-12","12","09","2005",2,"Jay_Willy","Camille_Catie","Madden_David"
487,5,4,"2005-09-12","12","09","2005",3,"Jay_Willy","Camille_Catie","Madden_David"
488,2,1,"1990-02-20","20","02","1990",1,"Minton_Larry","Silverman_Freddye","Swart_Terry"
488,3,1,"1990-02-20","20","02","1990",2,"Minton_Larry","Silverman_Freddye","Swart_Terry"
488,5,3,"1990-02-20","20","02","1990",3,"Minton_Larry","Silverman_Freddye","Swart_Terry"
489,3,2,"1990-02-26","26","02","1990",1,"Marcus_David","Leininger_Isabel","Larsen_Erik"
489,3,3,"1990-02-26","26","02","1990",2,"Marcus_David","Leininger_Isabel","Larsen_Erik"
489,4,5,"1990-02-26","26","02","1990",3,"Marcus_David","Leininger_Isabel","Larsen_Erik"
490,5,2,"1990-02-27","27","02","1990",1,"Gillogly_Kevin","Jones_Mac","Larsen_Erik"
490,4,4,"1990-02-27","27","02","1990",2,"Gillogly_Kevin","Jones_Mac","Larsen_Erik"
490,5,2,"1990-02-27","27","02","1990",3,"Gillogly_Kevin","Jones_Mac","Larsen_Erik"
491,3,4,"1990-02-28","28","02","1990",1,"Lieberman_Barbara","Hennessy_Jim","Hummel_Deborah"
491,3,1,"1990-02-28","28","02","1990",2,"Lieberman_Barbara","Hennessy_Jim","Hummel_Deborah"
491,4,3,"1990-02-28","28","02","1990",3,"Lieberman_Barbara","Hennessy_Jim","Hummel_Deborah"
492,5,4,"1990-03-01","01","03","1990",1,"Rice_Kathy","Fried_Jerry","Hummel_Deborah"
492,2,3,"1990-03-01","01","03","1990",2,"Rice_Kathy","Fried_Jerry","Hummel_Deborah"
492,4,1,"1990-03-01","01","03","1990",3,"Rice_Kathy","Fried_Jerry","Hummel_Deborah"
493,5,2,"1990-03-05","05","03","1990",1,"Freehill_Gunther","Pickering_Keith","Zollner_Elaine"
493,3,4,"1990-03-05","05","03","1990",2,"Freehill_Gunther","Pickering_Keith","Zollner_Elaine"
493,5,6,"1990-03-05","05","03","1990",3,"Freehill_Gunther","Pickering_Keith","Zollner_Elaine"
494,5,4,"1990-03-08","08","03","1990",1,"Pruett_Gretchen","Gostanian_Martin","Zollner_Elaine"
494,2,6,"1990-03-08","08","03","1990",2,"Pruett_Gretchen","Gostanian_Martin","Zollner_Elaine"
494,3,3,"1990-03-08","08","03","1990",3,"Pruett_Gretchen","Gostanian_Martin","Zollner_Elaine"
495,4,2,"1998-09-07","07","09","1998",1,"Donegan_Kathy","Denning_Brannon","Bagley_David"
495,4,3,"1998-09-07","07","09","1998",2,"Donegan_Kathy","Denning_Brannon","Bagley_David"
495,4,5,"1998-09-07","07","09","1998",3,"Donegan_Kathy","Denning_Brannon","Bagley_David"
496,4,4,"1990-03-12","12","03","1990",1,"Stegall_Sarah","Mitchell_Ken","Orenstein_Jamie"
496,4,3,"1990-03-12","12","03","1990",2,"Stegall_Sarah","Mitchell_Ken","Orenstein_Jamie"
496,5,6,"1990-03-12","12","03","1990",3,"Stegall_Sarah","Mitchell_Ken","Orenstein_Jamie"
497,3,4,"1990-03-14","14","03","1990",1,"Schwartz_Sharon","Abracham_Michael","Leib_Phil"
497,4,1,"1990-03-14","14","03","1990",2,"Schwartz_Sharon","Abracham_Michael","Leib_Phil"
497,4,5,"1990-03-14","14","03","1990",3,"Schwartz_Sharon","Abracham_Michael","Leib_Phil"
498,4,2,"1990-03-19","19","03","1990",1,"Sarajian_Ken","Beth Smalley_Mary","Shrager_Mark"
498,3,4,"1990-03-19","19","03","1990",2,"Sarajian_Ken","Beth Smalley_Mary","Shrager_Mark"
498,4,2,"1990-03-19","19","03","1990",3,"Sarajian_Ken","Beth Smalley_Mary","Shrager_Mark"
499,5,4,"1998-02-12","12","02","1998",1,"Worth_Kim","Melia_Dan","Harris_Bob"
499,5,1,"1998-02-12","12","02","1998",2,"Worth_Kim","Melia_Dan","Harris_Bob"
499,5,2,"1998-02-12","12","02","1998",3,"Worth_Kim","Melia_Dan","Harris_Bob"
500,4,5,"1998-02-13","13","02","1998",1,"Worth_Kim","Melia_Dan","Harris_Bob"
500,3,3,"1998-02-13","13","02","1998",2,"Worth_Kim","Melia_Dan","Harris_Bob"
500,5,5,"1998-02-13","13","02","1998",3,"Worth_Kim","Melia_Dan","Harris_Bob"
501,5,6,"1997-05-28","28","05","1997",1,"Payne_Lyn","Wyatt_David","Antoniazzi_Doug"
501,3,4,"1997-05-28","28","05","1997",2,"Payne_Lyn","Wyatt_David","Antoniazzi_Doug"
501,4,5,"1997-05-28","28","05","1997",3,"Payne_Lyn","Wyatt_David","Antoniazzi_Doug"
502,3,6,"1990-03-22","22","03","1990",1,"Anderson_Gabriella","Cunningham_John","Williams_Valerie"
502,2,2,"1990-03-22","22","03","1990",2,"Anderson_Gabriella","Cunningham_John","Williams_Valerie"
502,3,4,"1990-03-22","22","03","1990",3,"Anderson_Gabriella","Cunningham_John","Williams_Valerie"
503,4,3,"2005-09-13","13","09","2005",1,"Luter_Matthew","Buermann_Jennifer","Madden_David"
503,3,1,"2005-09-13","13","09","2005",2,"Luter_Matthew","Buermann_Jennifer","Madden_David"
503,5,5,"2005-09-13","13","09","2005",3,"Luter_Matthew","Buermann_Jennifer","Madden_David"
504,5,4,"1990-03-23","23","03","1990",1,"Bernknopf_Andrew","Mcquarrie_Don","Cunningham_John"
504,3,2,"1990-03-23","23","03","1990",2,"Bernknopf_Andrew","Mcquarrie_Don","Cunningham_John"
504,4,1,"1990-03-23","23","03","1990",3,"Bernknopf_Andrew","Mcquarrie_Don","Cunningham_John"
505,3,5,"1990-03-26","26","03","1990",1,"Lenzi_Paul","Wells_Glenda","Bernknopf_Andrew"
505,4,5,"1990-03-26","26","03","1990",2,"Lenzi_Paul","Wells_Glenda","Bernknopf_Andrew"
505,5,6,"1990-03-26","26","03","1990",3,"Lenzi_Paul","Wells_Glenda","Bernknopf_Andrew"
506,5,4,"2005-09-14","14","09","2005",1,"Shivers_John","Rupe_Sharon","Madden_David"
506,3,3,"2005-09-14","14","09","2005",2,"Shivers_John","Rupe_Sharon","Madden_David"
506,4,4,"2005-09-14","14","09","2005",3,"Shivers_John","Rupe_Sharon","Madden_David"
507,4,3,"2005-09-15","15","09","2005",1,"Mckinney_Martha","Shirts_Michael","Madden_David"
507,4,1,"2005-09-15","15","09","2005",2,"Mckinney_Martha","Shirts_Michael","Madden_David"
507,4,3,"2005-09-15","15","09","2005",3,"Mckinney_Martha","Shirts_Michael","Madden_David"
508,4,1,"1990-03-29","29","03","1990",1,"Rossi_Myles","Chamberlain_Ardwight","Bernknopf_Andrew"
508,2,2,"1990-03-29","29","03","1990",2,"Rossi_Myles","Chamberlain_Ardwight","Bernknopf_Andrew"
509,2,5,"2005-09-16","16","09","2005",1,"Kaufman_Janet","Rosen_Eric","Madden_David"
509,3,3,"2005-09-16","16","09","2005",2,"Kaufman_Janet","Rosen_Eric","Madden_David"
509,4,5,"2005-09-16","16","09","2005",3,"Kaufman_Janet","Rosen_Eric","Madden_David"
510,5,2,"1990-03-30","30","03","1990",1,"Gedo_Andy","Ritey_Dan","Vanden Heuvel_David"
510,3,4,"1990-03-30","30","03","1990",2,"Gedo_Andy","Ritey_Dan","Vanden Heuvel_David"
510,5,2,"1990-03-30","30","03","1990",3,"Gedo_Andy","Ritey_Dan","Vanden Heuvel_David"
511,2,4,"1990-04-02","02","04","1990",1,"Hinckley_Mark","Goldberg_Joel","Ritey_Dan"
511,5,5,"1990-04-02","02","04","1990",2,"Hinckley_Mark","Goldberg_Joel","Ritey_Dan"
512,3,1,"2005-09-19","19","09","2005",1,"Groce_Victoria","Kaltenbaugh_Steve","Madden_David"
512,2,5,"2005-09-19","19","09","2005",2,"Groce_Victoria","Kaltenbaugh_Steve","Madden_David"
512,3,4,"2005-09-19","19","09","2005",3,"Groce_Victoria","Kaltenbaugh_Steve","Madden_David"
513,4,3,"2005-09-20","20","09","2005",1,"Freson_Ray","Swann_Stacey","Groce_Victoria"
513,2,3,"2005-09-20","20","09","2005",2,"Freson_Ray","Swann_Stacey","Groce_Victoria"
513,3,1,"2005-09-20","20","09","2005",3,"Freson_Ray","Swann_Stacey","Groce_Victoria"
514,3,4,"1990-04-06","06","04","1990",1,"Borasky_Ed","King_Anne","Goldberg_Joel"
514,2,1,"1990-04-06","06","04","1990",2,"Borasky_Ed","King_Anne","Goldberg_Joel"
514,3,2,"1990-04-06","06","04","1990",3,"Borasky_Ed","King_Anne","Goldberg_Joel"
515,2,5,"2005-09-21","21","09","2005",1,"Hager_Carol","Leger_Mike","Freson_Ray"
515,2,3,"2005-09-21","21","09","2005",2,"Hager_Carol","Leger_Mike","Freson_Ray"
515,3,5,"2005-09-21","21","09","2005",3,"Hager_Carol","Leger_Mike","Freson_Ray"
516,4,3,"1990-04-10","10","04","1990",1,"Silverman_Joel","Noonan_Kerry","Borasky_Ed"
516,3,4,"1990-04-10","10","04","1990",2,"Silverman_Joel","Noonan_Kerry","Borasky_Ed"
516,5,2,"1990-04-10","10","04","1990",3,"Silverman_Joel","Noonan_Kerry","Borasky_Ed"
517,2,1,"2005-09-22","22","09","2005",1,"Hartley_Chris","Slattery_Deborah","Leger_Mike"
517,2,1,"2005-09-22","22","09","2005",2,"Hartley_Chris","Slattery_Deborah","Leger_Mike"
517,3,4,"2005-09-22","22","09","2005",3,"Hartley_Chris","Slattery_Deborah","Leger_Mike"
518,4,2,"1990-04-17","17","04","1990",1,"George_Jim","Barnea_Liz","Mueller_Steve"
518,3,6,"1990-04-17","17","04","1990",2,"George_Jim","Barnea_Liz","Mueller_Steve"
518,5,5,"1990-04-17","17","04","1990",3,"George_Jim","Barnea_Liz","Mueller_Steve"
519,3,3,"2005-09-23","23","09","2005",1,"Pharo_Heather","Segal_Andrew","Slattery_Deborah"
519,4,1,"2005-09-23","23","09","2005",2,"Pharo_Heather","Segal_Andrew","Slattery_Deborah"
519,4,3,"2005-09-23","23","09","2005",3,"Pharo_Heather","Segal_Andrew","Slattery_Deborah"
520,2,1,"1990-04-18","18","04","1990",1,"Greenfield_Bette","Mccarthy_Dave","Barnea_Liz"
520,4,3,"1990-04-18","18","04","1990",2,"Greenfield_Bette","Mccarthy_Dave","Barnea_Liz"
520,5,6,"1990-04-18","18","04","1990",3,"Greenfield_Bette","Mccarthy_Dave","Barnea_Liz"
521,5,4,"2005-09-26","26","09","2005",1,"Ingells_Melissa","Vidrio_Monica","Slattery_Deborah"
521,4,3,"2005-09-26","26","09","2005",2,"Ingells_Melissa","Vidrio_Monica","Slattery_Deborah"
521,5,6,"2005-09-26","26","09","2005",3,"Ingells_Melissa","Vidrio_Monica","Slattery_Deborah"
522,3,4,"1990-04-19","19","04","1990",1,"Davenport_Beverly","Brown_Pete","Barnea_Liz"
522,3,2,"1990-04-19","19","04","1990",2,"Davenport_Beverly","Brown_Pete","Barnea_Liz"
522,4,4,"1990-04-19","19","04","1990",3,"Davenport_Beverly","Brown_Pete","Barnea_Liz"
523,5,3,"2005-09-27","27","09","2005",1,"Rosenberg_Andy","Whitaker_Caleb","Vidrio_Monica"
523,5,2,"2005-09-27","27","09","2005",2,"Rosenberg_Andy","Whitaker_Caleb","Vidrio_Monica"
523,5,4,"2005-09-27","27","09","2005",3,"Rosenberg_Andy","Whitaker_Caleb","Vidrio_Monica"
524,5,2,"1991-03-29","29","03","1991",1,"Dial_Richard","Crocker_Bennett","Avila_Dan"
524,4,2,"1991-03-29","29","03","1991",2,"Dial_Richard","Crocker_Bennett","Avila_Dan"
524,5,4,"1991-03-29","29","03","1991",3,"Dial_Richard","Crocker_Bennett","Avila_Dan"
525,4,1,"1991-04-01","01","04","1991",1,"Miller_Eric","Catlin_Ann","Avila_Dan"
525,3,5,"1991-04-01","01","04","1991",2,"Miller_Eric","Catlin_Ann","Avila_Dan"
525,5,1,"1991-04-01","01","04","1991",3,"Miller_Eric","Catlin_Ann","Avila_Dan"
526,4,6,"1990-04-23","23","04","1990",1,"Corkery_Robin","Chaffee_Carol","Barnea_Liz"
526,4,2,"1990-04-23","23","04","1990",2,"Corkery_Robin","Chaffee_Carol","Barnea_Liz"
526,4,6,"1990-04-23","23","04","1990",3,"Corkery_Robin","Chaffee_Carol","Barnea_Liz"
527,4,4,"2005-09-28","28","09","2005",1,"Streit_Tom","Kyle_Jeanie","Rosenberg_Andy"
527,2,4,"2005-09-28","28","09","2005",2,"Streit_Tom","Kyle_Jeanie","Rosenberg_Andy"
527,5,3,"2005-09-28","28","09","2005",3,"Streit_Tom","Kyle_Jeanie","Rosenberg_Andy"
528,3,3,"1990-04-24","24","04","1990",1,"Klein_Gary","Connell_Anne","Corkery_Robin"
528,4,4,"1990-04-24","24","04","1990",2,"Klein_Gary","Connell_Anne","Corkery_Robin"
528,4,6,"1990-04-24","24","04","1990",3,"Klein_Gary","Connell_Anne","Corkery_Robin"
529,4,5,"1990-05-01","01","05","1990",1,"Weiss_Kate","Pugh_Guy","Massengale_Paula"
529,3,1,"1990-05-01","01","05","1990",2,"Weiss_Kate","Pugh_Guy","Massengale_Paula"
529,3,3,"1990-05-01","01","05","1990",3,"Weiss_Kate","Pugh_Guy","Massengale_Paula"
530,3,3,"2005-09-29","29","09","2005",1,"Beightol_Alison","Barrett_Mark","Rosenberg_Andy"
530,3,3,"2005-09-29","29","09","2005",2,"Beightol_Alison","Barrett_Mark","Rosenberg_Andy"
530,4,1,"2005-09-29","29","09","2005",3,"Beightol_Alison","Barrett_Mark","Rosenberg_Andy"
531,4,5,"1990-05-02","02","05","1990",1,"Meyer_Robin","Crouter_Mark","Massengale_Paula"
531,2,5,"1990-05-02","02","05","1990",2,"Meyer_Robin","Crouter_Mark","Massengale_Paula"
531,3,2,"1990-05-02","02","05","1990",3,"Meyer_Robin","Crouter_Mark","Massengale_Paula"
532,3,1,"2005-09-30","30","09","2005",1,"Randisi_Elizabeth","Hester_Will","Barrett_Mark"
532,3,1,"2005-09-30","30","09","2005",2,"Randisi_Elizabeth","Hester_Will","Barrett_Mark"
532,5,4,"2005-09-30","30","09","2005",3,"Randisi_Elizabeth","Hester_Will","Barrett_Mark"
533,5,4,"1990-05-03","03","05","1990",1,"Baird_John","Fisher_Doug","Massengale_Paula"
533,4,4,"1990-05-03","03","05","1990",2,"Baird_John","Fisher_Doug","Massengale_Paula"
533,5,1,"1990-05-03","03","05","1990",3,"Baird_John","Fisher_Doug","Massengale_Paula"
534,5,4,"1990-05-04","04","05","1990",1,"Collier_Michelle","Bright_Brenda","Massengale_Paula"
534,4,1,"1990-05-04","04","05","1990",2,"Collier_Michelle","Bright_Brenda","Massengale_Paula"
534,4,3,"1990-05-04","04","05","1990",3,"Collier_Michelle","Bright_Brenda","Massengale_Paula"
535,2,3,"2005-10-03","03","10","2005",1,"Richards_Jason","Schobernd_Zeb","Randisi_Elizabeth"
535,4,2,"2005-10-03","03","10","2005",2,"Richards_Jason","Schobernd_Zeb","Randisi_Elizabeth"
535,5,3,"2005-10-03","03","10","2005",3,"Richards_Jason","Schobernd_Zeb","Randisi_Elizabeth"
536,4,6,"1990-05-21","21","05","1990",1,"Esparza_Joe","Peters_Deborah","Collier_Michelle"
536,4,5,"1990-05-21","21","05","1990",2,"Esparza_Joe","Peters_Deborah","Collier_Michelle"
536,5,1,"1990-05-21","21","05","1990",3,"Esparza_Joe","Peters_Deborah","Collier_Michelle"
537,3,1,"1998-11-20","20","11","1998",1,"Newhouse_Eric","Capozzola_Chris","Javerbaum_David"
537,3,1,"1998-11-20","20","11","1998",2,"Newhouse_Eric","Capozzola_Chris","Javerbaum_David"
537,3,4,"1998-11-20","20","11","1998",3,"Newhouse_Eric","Capozzola_Chris","Javerbaum_David"
538,5,4,"2005-10-04","04","10","2005",1,"Grimes-Gruczka_Thaddeus","Daniels_Susan","Richards_Jason"
538,4,5,"2005-10-04","04","10","2005",2,"Grimes-Gruczka_Thaddeus","Daniels_Susan","Richards_Jason"
538,5,4,"2005-10-04","04","10","2005",3,"Grimes-Gruczka_Thaddeus","Daniels_Susan","Richards_Jason"
539,2,1,"1990-05-22","22","05","1990",1,"Neale_Richard","Lavine_Elaine","Esparza_Joe"
539,3,5,"1990-05-22","22","05","1990",2,"Neale_Richard","Lavine_Elaine","Esparza_Joe"
540,5,1,"2005-10-05","05","10","2005",1,"Porter_Justin","Chancey_Caren","Richards_Jason"
540,5,1,"2005-10-05","05","10","2005",2,"Porter_Justin","Chancey_Caren","Richards_Jason"
540,5,4,"2005-10-05","05","10","2005",3,"Porter_Justin","Chancey_Caren","Richards_Jason"
541,5,6,"1990-05-23","23","05","1990",1,"Rasmussen_Kent","Murray_Barbara","Neale_Richard"
541,3,5,"1990-05-23","23","05","1990",2,"Rasmussen_Kent","Murray_Barbara","Neale_Richard"
541,4,2,"1990-05-23","23","05","1990",3,"Rasmussen_Kent","Murray_Barbara","Neale_Richard"
542,4,1,"2005-10-06","06","10","2005",1,"Beier_Brendan","Kaluzny_Helen","Richards_Jason"
542,3,3,"2005-10-06","06","10","2005",2,"Beier_Brendan","Kaluzny_Helen","Richards_Jason"
542,3,5,"2005-10-06","06","10","2005",3,"Beier_Brendan","Kaluzny_Helen","Richards_Jason"
543,5,3,"1990-05-31","31","05","1990",1,"Saltzman_Mark","Stimson_Tom","Clark_Mike"
543,2,4,"1990-05-31","31","05","1990",2,"Saltzman_Mark","Stimson_Tom","Clark_Mike"
543,4,5,"1990-05-31","31","05","1990",3,"Saltzman_Mark","Stimson_Tom","Clark_Mike"
544,4,4,"2005-10-07","07","10","2005",1,"Prepster_Melissa","Barnett_Ted","Richards_Jason"
544,4,1,"2005-10-07","07","10","2005",2,"Prepster_Melissa","Barnett_Ted","Richards_Jason"
544,5,3,"2005-10-07","07","10","2005",3,"Prepster_Melissa","Barnett_Ted","Richards_Jason"
545,4,3,"1990-06-01","01","06","1990",1,"Williams_Brad","Andreasen_Beth","Stimson_Tom"
545,3,4,"1990-06-01","01","06","1990",2,"Williams_Brad","Andreasen_Beth","Stimson_Tom"
545,4,3,"1990-06-01","01","06","1990",3,"Williams_Brad","Andreasen_Beth","Stimson_Tom"
546,4,3,"2002-05-01","01","05","2002",1,"Spangenberg_Frank","Schwartz_Rachael","Harris_Bob"
546,3,1,"2002-05-01","01","05","2002",2,"Spangenberg_Frank","Schwartz_Rachael","Harris_Bob"
546,3,4,"2002-05-01","01","05","2002",3,"Spangenberg_Frank","Schwartz_Rachael","Harris_Bob"
547,5,3,"1996-03-21","21","03","1996",1,"Mcbride_Dan","Wang_Steve","Ellen Eppink_Jo"
547,4,1,"1996-03-21","21","03","1996",2,"Mcbride_Dan","Wang_Steve","Ellen Eppink_Jo"
547,5,2,"1996-03-21","21","03","1996",3,"Mcbride_Dan","Wang_Steve","Ellen Eppink_Jo"
548,3,5,"2002-05-03","03","05","2002",1,"Newhouse_Eric","Frates_Leslie","Forrest_Chuck"
548,3,3,"2002-05-03","03","05","2002",2,"Newhouse_Eric","Frates_Leslie","Forrest_Chuck"
548,4,4,"2002-05-03","03","05","2002",3,"Newhouse_Eric","Frates_Leslie","Forrest_Chuck"
549,2,1,"2002-05-06","06","05","2002",1,"Verini_Bob","Timanus_Eddie","Shannon_Leslie"
549,4,3,"2002-05-06","06","05","2002",2,"Verini_Bob","Timanus_Eddie","Shannon_Leslie"
549,4,5,"2002-05-06","06","05","2002",3,"Verini_Bob","Timanus_Eddie","Shannon_Leslie"
550,3,1,"2005-10-10","10","10","2005",1,"Vogl_Andrew","Suchard_Madeline","Ramakrishnan_Pranita"
550,2,6,"2005-10-10","10","10","2005",2,"Vogl_Andrew","Suchard_Madeline","Ramakrishnan_Pranita"
550,3,1,"2005-10-10","10","10","2005",3,"Vogl_Andrew","Suchard_Madeline","Ramakrishnan_Pranita"
551,5,4,"1996-03-22","22","03","1996",1,"Canavan_Maria","Lawless_Tisa","Ellen Eppink_Jo"
551,3,5,"1996-03-22","22","03","1996",2,"Canavan_Maria","Lawless_Tisa","Ellen Eppink_Jo"
551,4,4,"1996-03-22","22","03","1996",3,"Canavan_Maria","Lawless_Tisa","Ellen Eppink_Jo"
552,3,3,"2005-10-11","11","10","2005",1,"Smith_Dylan","Newell_Brady","Ball_Madison"
552,5,6,"2005-10-11","11","10","2005",2,"Smith_Dylan","Newell_Brady","Ball_Madison"
553,3,1,"2002-05-07","07","05","2002",1,"Srinivasan_Babu","Cooper_India","Carroll_Robin"
553,4,1,"2002-05-07","07","05","2002",2,"Srinivasan_Babu","Cooper_India","Carroll_Robin"
553,4,6,"2002-05-07","07","05","2002",3,"Srinivasan_Babu","Cooper_India","Carroll_Robin"
554,5,4,"1996-03-26","26","03","1996",1,"Fernandez_Betty","Brokos_Al","Sade_Marty"
554,3,3,"1996-03-26","26","03","1996",2,"Fernandez_Betty","Brokos_Al","Sade_Marty"
554,5,5,"1996-03-26","26","03","1996",3,"Fernandez_Betty","Brokos_Al","Sade_Marty"
555,5,4,"2005-10-12","12","10","2005",1,"Tick_Matt","Er_Jon","Darby_Charlotte"
555,3,5,"2005-10-12","12","10","2005",2,"Tick_Matt","Er_Jon","Darby_Charlotte"
555,4,1,"2005-10-12","12","10","2005",3,"Tick_Matt","Er_Jon","Darby_Charlotte"
556,5,1,"1996-04-02","02","04","1996",1,"Comeau_Amy","Hunter_Chip","Sampugnaro_David"
556,4,2,"1996-04-02","02","04","1996",2,"Comeau_Amy","Hunter_Chip","Sampugnaro_David"
556,5,1,"1996-04-02","02","04","1996",3,"Comeau_Amy","Hunter_Chip","Sampugnaro_David"
557,5,5,"2002-05-08","08","05","2002",1,"Newhouse_Eric","Shannon_Leslie","Harris_Bob"
557,2,1,"2002-05-08","08","05","2002",2,"Newhouse_Eric","Shannon_Leslie","Harris_Bob"
557,4,2,"2002-05-08","08","05","2002",3,"Newhouse_Eric","Shannon_Leslie","Harris_Bob"
558,5,3,"2005-10-13","13","10","2005",1,"Vogel_Mitchell","Landsem_Hope","Henares_Joseph"
558,3,5,"2005-10-13","13","10","2005",2,"Vogel_Mitchell","Landsem_Hope","Henares_Joseph"
558,4,1,"2005-10-13","13","10","2005",3,"Vogel_Mitchell","Landsem_Hope","Henares_Joseph"
559,5,3,"1996-04-04","04","04","1996",1,"Fitzgibbon_John","Mohan_Vince","Sampugnaro_David"
559,4,3,"1996-04-04","04","04","1996",2,"Fitzgibbon_John","Mohan_Vince","Sampugnaro_David"
559,4,5,"1996-04-04","04","04","1996",3,"Fitzgibbon_John","Mohan_Vince","Sampugnaro_David"
560,3,5,"2002-05-09","09","05","2002",1,"Cooper_India","Frates_Leslie","Rutter_Brad"
560,4,6,"2002-05-09","09","05","2002",2,"Cooper_India","Frates_Leslie","Rutter_Brad"
560,5,3,"2002-05-09","09","05","2002",3,"Cooper_India","Frates_Leslie","Rutter_Brad"
561,4,5,"2002-05-10","10","05","2002",1,"Perry_Claudia","Verini_Bob","Forrest_Chuck"
561,4,3,"2002-05-10","10","05","2002",2,"Perry_Claudia","Verini_Bob","Forrest_Chuck"
561,5,4,"2002-05-10","10","05","2002",3,"Perry_Claudia","Verini_Bob","Forrest_Chuck"
562,4,4,"1996-04-05","05","04","1996",1,"Reed_Carol","Kalisch_Rob","Sampugnaro_David"
562,4,2,"1996-04-05","05","04","1996",2,"Reed_Carol","Kalisch_Rob","Sampugnaro_David"
562,4,5,"1996-04-05","05","04","1996",3,"Reed_Carol","Kalisch_Rob","Sampugnaro_David"
563,4,2,"2005-10-14","14","10","2005",1,"Zhang_Emily","Fazio_Veronica","Birk_Aman"
563,2,5,"2005-10-14","14","10","2005",2,"Zhang_Emily","Fazio_Veronica","Birk_Aman"
563,4,1,"2005-10-14","14","10","2005",3,"Zhang_Emily","Fazio_Veronica","Birk_Aman"
564,5,5,"1996-01-11","11","01","1996",1,"Goldsamt_Susan","Jessee_Glenn","Walker_Barbara"
564,2,5,"1996-01-11","11","01","1996",2,"Goldsamt_Susan","Jessee_Glenn","Walker_Barbara"
564,5,3,"1996-01-11","11","01","1996",3,"Goldsamt_Susan","Jessee_Glenn","Walker_Barbara"
565,4,4,"2002-05-13","13","05","2002",1,"Verini_Bob","Newhouse_Eric","Rutter_Brad"
565,3,5,"2002-05-13","13","05","2002",2,"Verini_Bob","Newhouse_Eric","Rutter_Brad"
565,3,6,"2002-05-13","13","05","2002",3,"Verini_Bob","Newhouse_Eric","Rutter_Brad"
566,3,3,"2002-05-14","14","05","2002",1,"Verini_Bob","Newhouse_Eric","Rutter_Brad"
566,3,6,"2002-05-14","14","05","2002",2,"Verini_Bob","Newhouse_Eric","Rutter_Brad"
566,4,4,"2002-05-14","14","05","2002",3,"Verini_Bob","Newhouse_Eric","Rutter_Brad"
567,5,1,"2005-10-17","17","10","2005",1,"Tavianini_Paul","Nadler_Stuart","Prepster_Melissa"
567,4,4,"2005-10-17","17","10","2005",2,"Tavianini_Paul","Nadler_Stuart","Prepster_Melissa"
567,5,1,"2005-10-17","17","10","2005",3,"Tavianini_Paul","Nadler_Stuart","Prepster_Melissa"
568,5,5,"1996-01-12","12","01","1996",1,"Silbert_Joel","Gutierrez_Luis","Walker_Barbara"
568,2,6,"1996-01-12","12","01","1996",2,"Silbert_Joel","Gutierrez_Luis","Walker_Barbara"
568,3,4,"1996-01-12","12","01","1996",3,"Silbert_Joel","Gutierrez_Luis","Walker_Barbara"
569,4,2,"2005-10-18","18","10","2005",1,"Strassburger_Kim","Owen-Williams_Dominic","Prepster_Melissa"
569,4,1,"2005-10-18","18","10","2005",2,"Strassburger_Kim","Owen-Williams_Dominic","Prepster_Melissa"
